business_id;name;rating;review_count;category;lat;lon;address;phone;category_source
3_o9lyZeZH6ykGqcIn7W5g;Pandora Concept Store at Kingsway Mall;35;8;Jewelry, Shopping;53563152;-113506755;171 Kingsway Mall;;shopping
mGVZZXjH1SyLIuxpcNNIqw;Planet of the Vapes;40;7;Vape Shops, Shopping;534931286;-1134982655;5548 Calgary Trail NW;;shopping
kB_937pEPUD5iwVY12SCbg;Shanghai 360;25;6;Fast Food, Chinese, Restaurants;53543873791;-1,13493E+12;10025 102A Avenue NW, 3rd Floor;;restaurants
rT9Eg9GdrvBcxuG9TH_RQA;MEC South Edmonton Common;45;7;Sporting Goods, Fashion, Outdoor Gear, Bikes, Sports Wear, Shopping;5,34457E+11;-1,13487E+12;1624 99 Street NW;;shopping
EbrK0e_Mv-B4bM_xL1BgkQ;Style America;10;7;Shopping, Fashion, Women's Clothing, Formal Wear, Bridal;535235519;-1136157074;West Edmonton Mall, 2902 - 8882 170th St NW;;shopping
aJpDjaMVhWZRLdwZtqQjEg;T.H.I.S. Place;45;24;Ice Cream & Frozen Yogurt, Vietnamese, Desserts, Food, Coffee & Tea, Restaurants;535460723;-1135012494;10382 105 Street;;restaurants
Cr-uaPrfvG7tvqzLGAGErA;Kyoto Japanese Cuisine;35;58;Japanese, Restaurants, Sushi Bars, Asian Fusion;5,35231E+11;-1,13511E+12;8701 109 Street NW;;restaurants
Cgt1HwatFE0sscdH6SlijA;Ellerslie Gift & Garden;40;8;Food, Furniture Stores, Accessories, Flowers & Gifts, Nurseries & Gardening, Home & Garden, Shopping, Fashion;5,34263E+11;-1,13495E+12;10330 Ellerslie Road SW;;shopping
PJeoajci4MBVuyAOQet57g;Dover Kam Kitchen;30;9;Chinese, Restaurants;535850722;-1135290706;120 Street, Suite 12704;;restaurants
kCoXigHX9Fi5TUa_WZEcMg;Alberta Aviation Museum;40;13;Museums, Arts & Entertainment;5,35658E+11;-1,13517E+12;11410 Kingsway NW;;museums
w--nMtFJ_aqM2OlG7z0ENg;124 Grand Market;45;18;Fashion, Farmers Market, Food, Department Stores, Shopping;5,35525E+11;-1,13535E+11;124 108 Avenue;;shopping
SuSJ2BGPOSj_3NzqTIFgpw;Optiks International;30;5;Eyewear & Opticians, Health & Medical, Shopping, Optometrists;5344347;-113484292;1408 99 Street NW;;shopping
j0tHKpa2I2pj3uuxCmrgWw;Union Bank Inn;45;16;Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel;53540986;-113492287;10053 Jasper Avenue NW;;hotels
2iJlVnJ1_QaWH9OJpB7UoA;Trident Wholesale Pet Supplies;30;9;Wholesale Stores, Pet Stores, Pets, Shopping;535611375;-1136040994;11228 163rd Street NW;;shopping
4BVjCMSKc4eJGfJldPB_hA;Fired Up BBQ;35;53;Restaurants, Soul Food, Barbeque, Southern;53498819;-113486856;6224 99 Street NW;;restaurants
151ujtgcbkGzAHUnctSg4w;Faculty Club;40;13;Event Planning & Services, Restaurants, Venues & Event Spaces, Food, American (Traditional);535300382;-1135283787;11435 Saskatchewan Drive;;restaurants
TI2EOpvaPbDEg1gz3GGqXA;Crystal BBQ;25;5;Barbeque, Restaurants, Vietnamese, Korean;535432079;-1134842434;9645-101A Avenue;;restaurants
KZ5w1iPH1bSnf-wBEYgtQQ;Rice Bowl Deluxe;30;5;Restaurants, Asian Fusion;535216024;-1135785097;8910 149 Street NW;;restaurants
uE05fHI5V2ZWi5Uo9-hwqQ;Burger Bar;25;5;Burgers, Restaurants;53547509438;-1,13529E+11;10460 120 Street;;restaurants
Jio1vxVDY7qzNR5tVQj2lQ;Edmonton Oilers;40;13;Arts & Entertainment, Sports Clubs, Professional Sports Teams, Active Life;5,35462E+11;-1,13497E+12;10220 104 Avenue NW;;arts
MtZrHienTC6EnKDEGu6AzA;Medium Rare Carnivore Club;35;5;Restaurants, Steakhouses;533981447;-1135694847;6492 Cartmell Road SW;;restaurants
D4D4VkCjUmggqSs60d8jBg;Racks For Cars;20;7;Auto Parts & Supplies, Bikes, Automotive, Outdoor Gear, Sporting Goods, Shopping;534918647;-1134857199;5605 99 Street NW;;shopping
WrR6yPcE2Pf-zFR5W9vPxg;Coco Fresh Tea and Juice;40;10;Coffee & Tea, Juice Bars & Smoothies, Food;53522729;-113627153;2371-8882 170 Street NW;;bars
ypp08ewHqQ-zmdTnG8qOAw;New Dragon Express;25;14;Restaurants, Chinese, Seafood;53533629;-113627752;17743 98A Avenue NW;;restaurants
cRJwnJDNfonhBWR93omzhA;Sand on Whyte;30;8;Arts & Entertainment, Art Galleries, Shopping;53518275661;-1,13494E+12;Gateway Boulevard NW;;shopping
QMaXUlBsA0SLiYZOzDAjVQ;Nam Kitchen Express;40;13;Vietnamese, Restaurants, Chinese, Fast Food;536001157;-1134858681;9316 - 137 Avenue NW;;restaurants
3y8D2L-UXCtj_n9hRd7g1g;Yianni's Backyard;45;5;Greek, Restaurants;5,34924E+11;-1,13498E+12;5524 Calgary Trail S;;restaurants
sU0eYd56_QArBBBlULxQaQ;Mayfield Veterinary Hospital;50;8;Pets, Breakfast & Brunch, Veterinarians, Restaurants;53551715;-1136100702;16808 106 Avenue NW;;restaurants
raqvyecyOjJeL3bm10UmWA;Filthy McNasty's;35;24;Dive Bars, Bars, Pubs, Nightlife, Karaoke;53518086;-113501243;10511A 82 Avenue NW, 2nd Level;;bars
kASM7Kd3EULovKAJpkjT0A;Panda Flowers #22;30;8;Shopping, Flowers & Gifts, Florists;535353693;-113616436;9772 170th St;;shopping
dcpWZ6Yk_S0HqTlNBi8jiA;The Woodrack Cafe;40;60;Food, Coffee & Tea, Restaurants, Desserts, Cafes;535124378;-1135120394;7603 - 109th Street, Suite 101;;restaurants
wdtfQj7pUzrjm6db133F6Q;Knoxville's Tavern;25;18;Bars, Nightlife;53541367;-11350578;10736 Jasper Avenue;;bars
WzWBfCHurRUGpQuXkMnfow;Copa Cabana;20;5;Latin American, Restaurants, Mexican;535188479;-113495416;8230 Gateway Boulevard;;restaurants
gV89NXiZ3C0RNz1STGoWNQ;Fort Edmonton Park;45;48;Landmarks & Historical Buildings, Parks, Active Life, Venues & Event Spaces, Public Services & Government, Arts & Entertainment, Museums, Amusement Parks, Event Planning & Services, Local Flavor;5,35034E+11;-1,13574E+12;7000 143 Street;;museums
hdVqM-QngiiLRaMOvwXglQ;Boba Island Bubble Tea;40;25;Juice Bars & Smoothies, Coffee & Tea, Food;53549634;-1134920997;10588 100 street NW;;bars
6FD2fsr8LR4Xxl6TX4hT9w;Le Chateau;30;8;Fashion, Accessories, Shopping, Women's Clothing, Shoe Stores;5,35626E+11;-1,13506E+12;109 Street and Princess Elizabeth Avenue NW, Unit 268;;shopping
F87os-6oNyUAEeGxQJKFkw;McLeod Tavern;20;13;Restaurants, Canadian (New), Lounges, Nightlife, Bars;535427738;-1134834765;10009 101 Avenue N;;restaurants
3M_n0XoauobKYuaa-jwljw;Miniso;40;11;Home & Garden, Department Stores, Fashion, Shopping, Electronics, Home Decor;536007741;-1134957425;9940 137 Avenue NW, Suite 107;;shopping
7kko-9WTh53VZ_PmrffrSQ;Tasty Tom's;40;67;Breakfast & Brunch, Burgers, American (New), Diners, Restaurants, Modern European, Canadian (New);53517857954;-1,13488E+12;9965 82 Avenue NW;;restaurants
eFOexSu3Ywon4h8NtTOpKA;Thai Orchid Restaurant;40;41;Restaurants, Thai;534762041;-1134911558;4005 Gateway Boulevard NW;;restaurants
txrwY6N37_uS29LEn8J5mQ;Future Shop;30;5;Electronics, Local Services, Computers, Shopping, IT Services & Computer Repair;535326103;-1136154495;9560 170 St.;;shopping
5BWh2ViME8lAm1G1SDVtSg;The Red Piano;30;73;Jazz & Blues, Lounges, Restaurants, Nightlife, Bars, Music Venues, Arts & Entertainment, Cajun/Creole;535224395;-1136218728;8882 170th Street, Suite 8882;;restaurants
TrBIfq2XPO854CcnaOULIw;North 53;35;72;Restaurants, Beer, Wine & Spirits, Canadian (New), Food;5,35445E+11;-1,13536E+12;10240 124 Street;;restaurants
3gTZAOmML02T1L5gYIHYqQ;Kabsa  The Ultimate Cuisine;40;24;Middle Eastern, Restaurants, Food;53616357;-113431281;5932 153 Avenue NW;;restaurants
PezAzNrbeJjY-7Ph8Cq7Mg;Forever Young Windermere;40;19;Shopping, Cosmetics & Beauty Supply, Hair Salons, Skin Care, Beauty & Spas, Day Spas;534399045;-1136198357;5540 Windermere Boulevard, Unit 5564;;shopping
DYJdxkfsqe2mSYFdKAIkBA;Michaels;25;7;Arts & Crafts, Hobby Shops, Knitting Supplies, Shopping, Art Supplies;5359772;-113406355;13703 42nd St Nw;;shopping
dhKHcuHvwgB5qAAYencsFw;Kings Garden Noodle House;30;15;Restaurants, Noodles;5349461;-113576889;5657 Riverbend Road NW;;restaurants
5gFINQunzrgFOxI20Dr5Uw;Chuck E. Cheese's;30;10;Restaurants, Indoor Playcentre, Kids Activities, Arts & Entertainment, Arcades, Active Life, American (Traditional), Pizza;535989601;-1135699576;14245 137th Avenue NW;;restaurants
zOzEoK5JvJCA244kYR7Prg;The Bro’Kin Yolk;45;8;Restaurants, Juice Bars & Smoothies, Poutineries, Breakfast & Brunch, Food;534446871;-1134901993;1641 102 Street NW;;restaurants
WYyLlIICHqqESzG82avKGQ;Yuk Yuk's Comedy Club in the Century Casino & Hotel;35;8;Casinos, Comedy Clubs, Nightlife, Arts & Entertainment;535906165;-1134328186;13103 Fort Road NW;;nightlife
a24bmNPatJARqO1H4QnWgQ;Blue Quill Chinese Food;30;26;Restaurants, Chinese;534604772;-1135313926;2821 116 Street NW;;restaurants
Hcn6gI1MLg4tUJ9SfdUVqg;Duke of Argyll Pub;35;15;Food, Bars, Nightlife, Pubs;5350984;-1134412297;7230 Argyll Road NW;;bars
kOfva5UTcXrd-11qM1LhLA;Wyld Archery;45;37;Active Life, Shopping, Hobby Shops, Archery;535802641;-1135763812;14805 Yellowhead Trail;;shopping
61YkH57gZYrRk1R5-P-AxA;Kebab Express;20;5;Middle Eastern, Restaurants;5,35179E+11;-1,13497E+11;10355 University Avenue NW;;restaurants
ErFFv3yCa9NnJ_x0hBPCtg;New Asian Village Express;40;8;Indian, Restaurants;5,34854E+11;-1,13514E+12;927 Southgate Centre;;restaurants
AgN2wYfkqbHGvWN3CNdydA;Buster's Pizza & Donair;35;6;Food, Donairs, Pizza, Restaurants, Poutineries, Mediterranean;5,3397E+11;-1,1353E+12;319 Allard Boulevard SW;;restaurants
CJzVNnmSG-f8zVCBJDam8g;Gangnam Street Food;40;5;Restaurants, Korean;5,36018E+11;-1,13447E+12;1 Londenderry Mall NW, Unit FC05;;restaurants
TzYF_QvvWrVOAzEiLJK-Tw;Make It;40;12;Customized Merchandise, Arts & Entertainment, Local Flavor, Shopping, Festivals, Arts & Crafts;535683348;-1134564218;7515 118th Avenue NW;;shopping
Im5XYJ8jP3s85Lna48HcWA;Pizza 73;10;6;Pizza, Restaurants;535999605;-113395716;3520 137 Avenue NW;;restaurants
Iw7uhUS9D5gXESPr_DVHaA;Belgravia Hub;40;27;Restaurants, Canadian (New);535125175;-1135285441;7609 115 Street  NW;;restaurants
aiGR53whbF3kwZjU-CdNpg;NOLA;35;9;Cajun/Creole, Nightlife, Restaurants, Arts & Entertainment, Music Venues;5,35725E+11;-1,13537E+12;124 Street NW, Unit 11802;;restaurants
IY4vld3Ko4Ae7zf4cwXGYQ;EB Games;30;7;Video Game Stores, Books, Mags, Music & Video, Electronics, Shopping;5,34848E+11;-1,13514E+12;5015 111 Street NW, Unit 350;;shopping
0IG9w6YCkh-z5pnfSip6Nw;Tasty Noodle;35;64;Chinese, Restaurants, Dim Sum;5,34643E+11;-1,13495E+12;3203 Calgary Trail;;restaurants
Dd_FDQPmNYWjj2NweX-3jA;Maria's Place;40;5;Restaurants, Canadian (New);53570039;-113468559;11739 83 Street NW;;restaurants
UBJ99FRrRQSEypU5CtjGBw;Mirama Dining & Lounge;30;9;Dim Sum, Restaurants, Chinese;53545739;-1134782234;9431 Jasper Ave NW;;restaurants
UwAqOh7QDJz9m9scQxH9iA;Panago Pizza;45;6;Food, Pizza, Restaurants, Salad, Food Delivery Services, Chicken Wings;534999118;-1136296212;114, 6655 - 178th Street;;restaurants
lck-EHpJkPWQyUpuCBcVdw;Edmonton Ghost Tours;50;8;Historical Tours, Tours, Walking Tours, Hotels & Travel, Art Tours;535195726;-1134956125;;;hotels
0CLCzdedGT2DPjkYM52Tqg;Brewsters Brewing Company & Restaurant;35;37;American (Traditional), Restaurants, Breweries, Food;5,35201E+11;-1,13596E+12;15820 87th Avenue NW;;restaurants
pzOUpVXGZEA1yaNdTc9eCQ;All 4 Dance;25;5;Women's Clothing, Shopping, Shoe Stores, Dance Wear, Hobby Shops, Accessories, Costumes, Children's Clothing, Fashion, Arts & Crafts, Sports Wear, Sporting Goods;535581513;-113590966;11054-156 Street NW;;shopping
oR3iGLhTW3UiABNEhmMcUg;Taco Bell;15;6;Mexican, Fast Food, Restaurants;535416544;-1134175072;4950 Av 101 No;;restaurants
RY8I-VP7g-BMfGOSMA2lgg;Smitty's Family Restaurant;30;5;Restaurants, American (Traditional);5,34549E+11;-1,13429E+12;66 Street NW, Suite 2331;;restaurants
TTUsGHhMch_hW03be2H0oA;Acajutla;35;42;Restaurants, Salvadoran, Mexican, Latin American;5,35516E+11;-1,13516E+11;11302 107 Ave NW;;restaurants
y1YeZfdqNAhPFfJDiXdnDA;Telus World of Science;40;66;Active Life, Community Service/Non-Profit, Museums, Local Services, Cinema, Arts & Entertainment, Day Camps;53559876;-113565634;11211 142 Street NW;;museums
b4DcNSlKBGIoOmX7PLxmWw;Wildflower Grill;40;105;Canadian (New), Restaurants, American (New);535392274;-1135044906;10009 107 Street NW;;restaurants
WqxxEbwfz1xXn89jYBuQUQ;Burger Baron;45;11;Burgers, Restaurants;53570761;-1134636068;7920 118 Avenue NW;;restaurants
axFtlPrcWL_sh9onJGNo1w;Atlas Granite;20;8;Home Services, Shopping, Home & Garden, Kitchen & Bath, Building Supplies, Kitchen Supplies, Countertop Installation;535804099;-1135676459;14225 Yellowhead Trail;;shopping
S_iNJAWUe4vYDjiW1KqCIA;WATCH IT! - Kingsway;35;6;Eyewear & Opticians, Watch Repair, Fashion, Watches, Shopping, Local Services, Accessories;53560278;-113507491;Kingsway Mall, Ste 165 Kingsway Mall;;shopping
ASJH8IDBdX_f5yOX0XEfYA;Sam's Pizza and Donair;45;19;Restaurants, Pizza;53523834;-113639551;18236 89 Avenue NW;;restaurants
yDriUh65Wpx1HnTmXln9nw;Subway;30;9;Restaurants, Fast Food, Sandwiches;535458546;-1135165904;LongSt Shopping Centre, 11323 104th Ave;;restaurants
f8_kAJqns8gWV6fpOnaSDQ;Total Focus Northgate and Dry Eye Clinic;35;5;Health & Medical, Eyewear & Opticians, Optometrists, Shopping;5,35979E+11;-1,13489E+12;9499 137 Avenue NW, Suite 1100;;shopping
jUm6A52WSZnHA46b3HrJwg;The Sweet Spot;40;9;Shopping, Active Life, Sporting Goods, Tennis;535204002;-113512508;8410 109 St NW;;shopping
RUCsFlBuA80Wc9PmYzmayQ;gravitypope Tailored Goods Edmonton;40;9;Fashion, Shopping, Children's Clothing, Men's Clothing, Women's Clothing;5,35182E+11;-1,13499E+12;10414 82 Avenue NW;;shopping
EyoGUM01HS9kemQcnTRLIw;Sofra Restaurant;45;75;Turkish, Restaurants;53545705;-113502599;10345 106 Street NW, Suite 108;;restaurants
B3JF06ctShiYJeg1FyJ5jA;Remedy Cafe;35;127;Indian, Desserts, Cafes, Restaurants, Food, Coffee & Tea, Nightlife, Lounges, Bars;535228042;-1135117214;8631 109 St NW;;restaurants
fdjzXyPw1Zt2avRokULJOw;Doan's Restaurant;35;47;Vietnamese, Restaurants;535416222;-1135051216;10130 107 Street NW;;restaurants
WSllV7Nl13wskOFWjh-BbA;Bountiful Farmers Market;45;16;Specialty Food, Food, Fruits & Veggies, Restaurants, Pop-Up Restaurants, Grocery, Farmers Market;534720691;-1134805395;3696 97 Street;;restaurants
c7h5S5Oqz3wq3KufxUlmtQ;Crepe Works;25;14;Creperies, Restaurants, Fast Food, French;5352272;-113619954;8882 170 Street;;restaurants
b-4xNydyGmdv2bGFOHTgdw;Garden Bakery;35;45;Bakeries, Breakfast & Brunch, Chinese, Restaurants, Coffee & Tea, Food;535496061;-1134928653;10019 106 Avenue NW;;restaurants
YaBlh3El6NiMeKcFYp8ejg;Pacesetter Ski Shoppes;40;5;Outdoor Gear, Ski & Snowboard Shops, Sports Wear, Sporting Goods, Shopping, Fashion;53540844;-113610039;10054 167 Street NW;;shopping
JI3-QZwm6vihIFBcekgyaA;Matrix Hotel;40;55;International, Hotels & Travel, Hotels, Restaurants, Event Planning & Services;5,35393E+11;-1,13505E+12;10640 100 Avenue;;restaurants
9Udgv_7h8oj6NXq5hQeJow;Old Beverly Cafe In & Out;40;9;Coffee & Tea, Food, Sandwiches, Restaurants, Cafes;535705074;-1134021041;3908 118 Avenue;;restaurants
hmoyJnGSuBaZZObtssvU0w;Big Al's House Of Blues;40;7;Canadian (New), Restaurants, Music Venues, Arts & Entertainment, Bars, Jazz & Blues, Nightlife;535704709;-1135362951;12402 118 Avenue;;restaurants
Iur3GHkwb4mJfrPhy_-48g;Cocoa's Restaurant & Lounge;25;10;Restaurants, Buffets, Event Planning & Services, Nightlife;535440925;-1134956045;10222 102 Street NW;;restaurants
MZ0kXra-46rxI2R9RX1oaw;Papa Murphy's Take 'N' Bake Pizza;45;8;Restaurants, Salad, Pizza, Food, Do-It-Yourself Food;534544211;-1133804072;2366 24 Street;;restaurants
RdWvsDGry_mQrBOEtYiS5A;The Wig Boutique;40;8;Shopping, Wigs, Fashion, Hats, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply;535421719;-1135337831;10123 123 Street NW;;shopping
YSmh3UwoCPzoLytbYKYBLw;Barbecue King City;45;6;Food, Specialty Food, Meat Shops, Chinese, Barbeque, Restaurants;53550455;-113489228;10606 - 97 Street;;restaurants
IGCOAAkyHLksdnvyWhmqYw;Oranj Sushi Bar;25;34;Sushi Bars, Restaurants;5,35226E+11;-1,13623E+12;West Edmonton mall, 8882 170 Street NW , Suite 1648;;restaurants
2Z8LWDUbrUbe-o3KZE2r7Q;Dagu Rice Noodle;45;10;Restaurants, Chinese, Noodles;535412147;-1134995711;10408 Jasper Avenue;;restaurants
PjWv-WZKYtkKbqOG0y83ZQ;Thien An Restaurant;40;25;Vietnamese, Restaurants;535414485;-1134403158;7304 101 Avenue NW;;restaurants
-AhpS4MUSdYWg8SwZpV6eA;Tokyo Express;25;9;Fast Food, Restaurants, Japanese, Sushi Bars;534550264;-1134229759;5220 23rd Avenue NW;;restaurants
ivqoS7vO__2-rerN_IjZmA;Irie Foods;40;21;Restaurants, Caribbean;534591;-11344753;2807 Mill Woods Road NW;;restaurants
QOLZ390GGFEBpnky2oNjjA;Be-a-Bella;45;10;Ice Cream & Frozen Yogurt, Flowers & Gifts, Food, Candy Stores, Shopping, Art Galleries, Specialty Food, Arts & Entertainment, Gift Shops;535647674;-1134388154;6510 112 Avenue;;shopping
H3bwwCHekjRPiE1n8CvV6g;Mac T Donair & Shawarma;35;11;Donairs, Food, Middle Eastern, Burgers, Restaurants;5,34533E+11;-1,13568E+12;14245 23 Avenue NW;;restaurants
YiGw-_idlbUXLmUaEAsi8A;Don Day;40;13;Restaurants, Korean, Specialty Food, Imported Food, Food, Ethnic Food;534645246;-1134867566;3212 Parsons Road, Suite 101;;restaurants
qxDVtIq0EtvOtVKDwbYOiQ;Tony Roma's;25;26;American (Traditional), Seafood, Restaurants, Steakhouses, Barbeque;534882474;-1134956328;10362 51 Avenue;;restaurants
wqj6JquckEOs1h7rs376kQ;Pho King;40;58;Restaurants, Vietnamese;53570101;-113481466;9103 118th Avenue;;restaurants
Ccm4cVlEL9cpiFN62Lkfig;Days Inn Downtown Edmonton;30;9;Hotels, Hotels & Travel, Event Planning & Services;535400481;-1135023568;10041 106 Street NW;;hotels
w-O9TAg-7KH038ueOoi5WA;Seorak Teppan & Bar;40;46;Tapas Bars, Korean, Tapas/Small Plates, Restaurants, Asian Fusion, Breakfast & Brunch, Japanese, Bars, Cocktail Bars, Nightlife;535183542;-1135106183;10828 82 Avenue NW;;restaurants
-gjfaNYXAVqk3N1fhQmB6Q;Cabelas;30;20;Personal Shopping, Shopping, Sporting Goods, Outdoor Gear;534391485;-1136033907;6150 Currents Drive NW;;shopping
71MulAHeKm5p2kIIGYEwpA;Italian Centre Shop;45;41;Bakeries, Italian, Restaurants, Food, Grocery, Specialty Food, Patisserie/Cake Shop, Delicatessen;5352638;-113616426;17010 90 Avenue NW;;restaurants
RuEIK45gBF5iDbYoSa9tOA;The Underground Tap & Grill;35;96;American (Traditional), Pubs, Tapas Bars, Restaurants, Nightlife, Bars;535412956;-1134907434;10004 Jasper Avenue NW;;restaurants
7sak6hzo7YKcgDsngUov1A;Olly Fresco's;35;16;Delis, Food, Restaurants, Do-It-Yourself Food, Breakfast & Brunch;535396816;-1135052005;10030-107th Street NW, Suite 101, South Tower;;restaurants
8p9TNDj2r-rf1pPmBSc5wQ;Boston Pizza;20;22;Pizza, Chicken Wings, Restaurants, Italian;5,34534E+11;-1,13515E+12;11023 23 Avenue NW;;restaurants
7bcvLrwVEZN9iEeHxQrJPw;Tokyo Express;40;10;Japanese, Restaurants;53600574;-113542302;12816 137 Avenue;;restaurants
yLIn3po-fKb0T3UIoJdiyQ;Famoso Neapolitan Pizzeria;40;117;Italian, Restaurants, Pizza;5354153;-1135247;11750 Jasper Avenue NW;;restaurants
BTN95ziyTsLpMIoh2ing2w;London Local;35;35;Canadian (New), Restaurants, British, Irish;53430857;-113470703;2307 Ellwood Dr SW;;restaurants
